T,Tpot,Tdew,Sh,Rh,Date
-1,59,270,96,-2,93,3,04,90,5,2020-01-01T04:30:00.0000000
-1,82,270,72,-2,92,3,04,92,1,2020-01-01T04:40:00.0000000
-1,84,270,71,-2,9,3,05,92,4,2020-01-01T04:50:00.0000000
-1,84,270,73,-2,78,3,08,93,2,2020-01-01T05:00:00.0000000
-2,14,270,44,-3,21,2,98,92,3,2020-01-01T05:10:00.0000000
-2,34,270,21,-3,26,2,97,93,4,2020-01-01T05:20:00.0000000
-2,2,270,35,-3,05,3,01,93,8,2020-01-01T05:30:00.0000000
-2,3,270,25,-3,18,2,99,93,7,2020-01-01T05:40:00.0000000
-2,4,270,16,-3,21,2,98,94,1,2020-01-01T05:50:00.0000000
-2,51,270,05,-3,34,2,95,94,2020-01-01T06:00:00.0000000
-2,83,269,72,-3,64,2,88,94,1,2020-01-01T06:10:00.0000000
-2,79,269,75,-3,53,2,91,94,6,2020-01-01T06:20:00.0000000
-2,74,269,79,-3,45,2,92,94,8,2020-01-01T06:30:00.0000000
-2,63,269,9,-3,31,2,95,95,2020-01-01T06:40:00.0000000
-2,5,270,02,-3,19,2,98,95,2020-01-01T06:50:00.0000000
-2,26,270,27,-2,94,3,04,95,2020-01-01T07:00:00.0000000
-2,31,270,23,-3,09,3,94,3,2020-01-01T07:10:00.0000000
-2,53,270,-3,39,2,94,93,8,2020-01-01T07:20:00.0000000
-2,68,269,86,-3,49,2,92,94,1,2020-01-01T07:30:00.0000000
-2,73,269,79,-3,53,2,91,94,2,2020-01-01T07:40:00.0000000
-2,79,269,74,-3,57,2,9,94,3,2020-01-01T07:50:00.0000000
-2,84,269,69,-3,6,2,89,94,5,2020-01-01T08:00:00.0000000
-2,89,269,64,-3,65,2,88,94,5,2020-01-01T08:10:00.0000000
-3,02,269,51,-3,79,2,85,94,4,2020-01-01T08:20:00.0000000
-2,84,269,7,-3,56,2,9,94,7,2020-01-01T08:30:00.0000000
-2,91,269,63,-3,75,2,86,93,9,2020-01-01T08:40:00.0000000
-3,11,269,44,-3,99,2,81,93,6,2020-01-01T08:50:00.0000000
-3,08,269,46,-3,9,2,83,94,2020-01-01T09:00:00.0000000
-3,03,269,5,-3,89,2,83,93,8,2020-01-01T09:10:00.0000000
-2,95,269,58,-3,86,2,84,93,4,2020-01-01T09:20:00.0000000
-3,01,269,52,-3,99,2,81,92,9,2020-01-01T09:30:00.0000000
-2,84,269,69,-3,89,2,83,92,4,2020-01-01T09:40:00.0000000
-2,67,269,84,-3,71,2,87,92,5,2020-01-01T09:50:00.0000000
-1,93,270,58,-3,18,2,98,91,1,2020-01-01T10:00:00.0000000
-1,53,270,98,-3,33,2,95,87,4,2020-01-01T10:10:00.0000000
-1,25,271,25,-3,27,2,96,86,1,2020-01-01T10:20:00.0000000
-1,24,271,26,-3,25,2,97,86,1,2020-01-01T10:30:00.0000000
-1,32,271,19,-3,29,2,96,86,4,2020-01-01T10:40:00.0000000
-1,03,271,49,-3,07,3,01,85,9,2020-01-01T10:50:00.0000000
-1,14,271,37,-3,08,3,01,86,6,2020-01-01T11:00:00.0000000
-0,83,271,7,-2,89,3,05,85,8,2020-01-01T11:10:00.0000000
-0,65,271,89,-2,77,3,08,85,5,2020-01-01T11:20:00.0000000
-0,43,272,11,-2,63,3,11,85,2020-01-01T11:30:00.0000000
-0,4,272,16,-2,63,3,11,84,8,2020-01-01T11:40:00.0000000
-0,06,272,5,-2,41,3,16,84,1,2020-01-01T11:50:00.0000000
0,68,273,24,-2,03,3,25,82,2020-01-01T12:00:00.0000000
0,93,273,5,-2,03,3,25,80,5,2020-01-01T12:10:00.0000000
1,23,273,8,-1,8,3,31,80,1,2020-01-01T12:20:00.0000000
1,7,274,27,-1,66,3,35,78,3,2020-01-01T12:30:00.0000000
1,98,274,57,-1,52,3,38,77,5,2020-01-01T12:40:00.0000000
2,62,275,22,-1,29,3,44,75,3,2020-01-01T12:50:00.0000000
2,83,275,44,-1,29,3,44,74,2,2020-01-01T13:00:00.0000000
2,87,275,48,-1,26,3,45,74,1,2020-01-01T13:10:00.0000000
3,09,275,71,-1,13,3,48,73,7,2020-01-01T13:20:00.0000000
3,86,276,48,-0,91,3,54,70,9,2020-01-01T13:30:00.0000000
3,84,276,48,-0,97,3,52,70,7,2020-01-01T13:40:00.0000000
4,03,276,67,-0,92,3,53,70,2020-01-01T13:50:00.0000000
3,7,276,35,-1,09,3,49,70,8,2020-01-01T14:00:00.0000000
3,45,276,11,-1,06,3,5,72,2,2020-01-01T14:10:00.0000000
3,64,276,3,-1,03,3,51,71,4,2020-01-01T14:20:00.0000000
3,89,276,56,-1,3,52,70,3,2020-01-01T14:30:00.0000000
3,87,276,55,-1,3,52,70,4,2020-01-01T14:40:00.0000000
4,32,277,01,-0,83,3,56,69,02,2020-01-01T14:50:00.0000000
4,58,277,27,-0,75,3,58,68,2,2020-01-01T15:00:00.0000000
4,2,276,89,-0,86,3,55,69,47,2020-01-01T15:10:00.0000000
4,07,276,76,-0,82,3,56,70,3,2020-01-01T15:20:00.0000000
4,44,277,13,-0,69,3,6,69,19,2020-01-01T15:30:00.0000000
4,5,277,19,-0,73,3,59,68,67,2020-01-01T15:40:00.0000000
4,34,277,04,-0,91,3,54,68,54,2020-01-01T15:50:00.0000000
3,74,276,44,-1,13,3,48,70,4,2020-01-01T16:00:00.0000000
3,23,275,93,-1,22,3,46,72,5,2020-01-01T16:10:00.0000000
2,99,275,7,-1,28,3,45,73,4,2020-01-01T16:20:00.0000000
2,89,275,6,-1,32,3,44,73,7,2020-01-01T16:30:00.0000000
2,77,275,48,-1,38,3,42,74,2020-01-01T16:40:00.0000000
